"","slide","id","morph","locality","species","tissue_thickness","collagen_layer_nm","iridophores_area_px","iridophores_area_nm2","iridophores_thickness_pix","iridophores_thickness_nm","iridophores_density","melanophores_area_px","melanophores_area_nm2","melanophores_thickness_px","melanophores_thickness_nm","melanophores_density","xanthophores_area_px","xanthophores_area_nm2","xanthophores_thickness_px","xanthophore_thickness_nm","xanthophores_density","xanthtomel","iritomel","xanthtoiri","glands","B1","B2","B3","S1U","S1V","S1B","S1G","S1Y","S1R","S2","S3","S4","S5","S6","S7","S8","S9","S10","H1","H2","H3","H4","H5","total_chrom_area","rel_xanth","rel_melan","rel_irid"
"46","3324","LOM.4","green","LOM","vicentei",NA,NA,2125.333334,25.86530667,21.55126919,0.273476317,94.57969507,5198.406899,63.26461196,59.02581397,0.813217626,88.07005866,2368.75,28.8276875,42.6646,0.519228182,55.52026739,0.630410247,1.073914296,0.587021002,4,4304.425543,10.73422829,17.45575218,0.212583012,0.262125442,0.335807584,0.27291411,0.186714892,0.187210373,2.977808547,0.363633282,0.133752023,731.6664504,12.02172847,0.021729127,1.282498677,-0.806919012,0.15420953,441,442.6666667,503.3333333,-1.397881175,405.6666667,9692.490233,0.244390238530767,0.536333467874024,0.219276293595209
"47","V628/22","PAL.1","red","PAL","granulifera",14.5,4.65,2661.666667,32.39248333,23.035,0.28033595,115.5488025,1175.020542,14.92276088,106.8200493,1.3,62.33530727,405.9161873,4.939999999,60.80525883,0.74,37.83002678,0.606879607,2.170676297,6.557182862,2,5110.098141,12.74338688,36.00092631,0.085901387,0.095441435,0.068863828,0.207010353,0.305092998,0.645152811,12.67785133,0.566944447,0.057006474,3155.944348,33.16125535,-0.499234064,2.602232487,0.905295021,0.148344099,668,699,583,0.160680199,581,4242.6033963,0.0956762038266414,0.276957432086332,0.627366364087026
"48","v629/22","PAL.2","red","PAL","granulifera",14.03,10.15,NA,NA,NA,NA,NA,1364.00986,17.32292522,734.5932621,8.94,10.87482608,645.0287592,7.849999999,104.3549712,1.27,36.20075986,3.328858742,0,0,NA,4901.565686,12.22335583,33.50664667,0.087282903,0.097028296,0.073296104,0.217414697,0.309470232,0.62904513,10.73437599,0.563953639,0.073554248,2941.329907,30.38521263,-0.485190096,2.485832292,0.8964522,0.182843524,666,699,581,0.182474943,580,NA,NA,NA,NA
"49","v630/22","PAL.3","red","PAL","granulifera",11.73,9.22,NA,NA,NA,NA,NA,675.4313887,8.577978636,150.3697617,1.83,31.46531889,442.0706656,5.38,63.27033689,0.77,48.9443945,1.555502891,0,0,3,5485.431436,13.67938014,29.08246826,0.165067569,0.184488203,0.138679428,0.212757146,0.263567821,0.490664091,4.643953669,0.432648211,0.062322644,2130.7906,22.82003105,-0.172045714,1.668206513,0.753958748,0.10396704,667,368,581,0.094113723,581,NA,NA,NA,NA
"50","V631/22","PAL.4","red","PAL","granulifera",16.89,4.89,1258.666667,15.31797333,27.18533333,0.330845507,46.2994752,1038.619556,13.19046836,211.1750205,2.57,23.92730154,448.6442071,5.46,83.81265407,1.02,26.04187459,1.088374907,1.161291086,2.805489621,NA,4225.552465,10.53753732,31.99788028,0.083511308,0.093141672,0.063589834,0.179071394,0.282321961,0.680548788,15.11175078,0.503142349,0.034337944,2758.275399,29.88046313,-0.501729276,2.835621097,0.921245805,0.097369399,683,699,590,0.113065137,581,2745.9304301,0.163385132478998,0.378239573958243,0.458375293562759
"51","V632/22","PAL.5","red","PAL","granulifera",14,6.44,NA,NA,NA,NA,NA,1435.497124,18.23081347,324.5686113,3.95,25.95835667,453.5743632,5.52,117.5020542,1.43,22.6560621,0.872784914,0,NA,3,6528.109231,16.27957414,27.63354597,0.196306484,0.221542164,0.183217825,0.229326753,0.251856359,0.398551952,2.833036904,0.386170449,0.094341087,1653.199048,17.87950926,-0.018313778,1.098278684,0.593626445,0.103612805,614,619,574,0.111955176,569,NA,NA,NA,NA
"52","V633/22","PAL.6","red","PAL","granulifera",13.7,5.08,NA,NA,NA,NA,NA,1477.403451,18.76302383,437.9622021,5.33,20.23258311,598.1922761,7.28,99.42481512,1.21,36.08567751,1.783542779,0,NA,NA,3187.61705,7.949169702,21.91259702,0.121026288,0.136079602,0.101475361,0.177758489,0.250020764,0.606309273,8.239992394,0.465394542,0.037163251,1712.9228,19.25329881,-0.302640493,2.422051551,0.862317938,0.09001131,681,699,594,0.078612905,582,NA,NA,NA,NA
"53","V634/22","PAL.7","red","PAL","granulifera",16.03,5.24,NA,NA,NA,NA,NA,907.1487264,11.52078883,84.63434675,1.03,54.9424154,633.5250616,7.71,75.5957272,0.92,42.95784138,0.781870274,0,NA,NA,7485.599559,18.66733057,51.55903698,0.105770015,0.119360901,0.100203079,0.190615644,0.262758382,0.610096752,7.821654157,0.436461274,0.045074285,4092.698608,44.96720411,-0.330544905,2.408871688,0.868139431,0.108578168,686,368,592,0.128267059,581,NA,NA,NA,NA
"54","V635/22","PAL.8","red","PAL","granulifera",11.37,4.12,NA,NA,NA,NA,NA,3029.580937,38.4756779,113.3935908,1.38,193.0825422,198.0279376,2.410000001,39.44124897,0.48,36.2848024,0.187923786,0,NA,NA,3190.355101,7.955997758,21.95259378,0.096469594,0.108049329,0.078658617,0.200088892,0.297479994,0.631934539,11.25619188,0.547040876,0.036668899,1892.210658,20.00232552,-0.462799501,2.514119049,0.893591193,0.092189977,669,699,584,0.13850649,581,NA,NA,NA,NA
"55","1118","POP.1","green","POP","pumilio",17.98,0.2188166,239.42,2.9137414,20.96,0.2550832,11.42270992,59674,726.23258,78.21,0.9518157,762.9970592,4604.92,56.0418764,36.47,0.4438399,126.265972,0.16548684,0.014970844,11.05394192,3,2409.429094,6.008551356,12.57255449,0.124523204,0.138472223,0.112215987,0.446713498,0.369553395,0.324674364,6.485713716,0.484678155,0.10015454,983.5818077,10.63405473,0.814334933,1.769820061,0.686497954,0.177255514,575,618,667,0.891509402,518,64518.34,0.0713738140193936,0.924915303152561,0.00371088282804548
"56","1119","POP.2","green","POP","pumilio",22.91,0.2788147,1457.25,17.7347325,42.72,0.5199024,34.1116573,24356.33333,296.4165767,177.12,2.1555504,137.5131738,7968.67,96.9787139,63.99,0.7787583,124.5299266,0.90558543,0.248061014,3.650656006,3,1704.581887,4.250827649,9.959206416,0.124255618,0.139032223,0.118953596,0.496809313,0.364416516,0.268630252,11.55806369,0.474052735,0.089126653,726.4370666,9.09753904,0.634345416,2.140180641,0.720281155,0.190747137,541,595,628,1.08618,506,33782.25333,0.235883317852084,0.720980128000242,0.0431365541476744
"57","1120","POP.3","green","POP","pumilio",15.25,0.1855925,2123,25.83691,21.56,0.2623852,98.46938776,23315.75,283.7526775,86.77,1.0559909,268.7075026,4885.03,59.4508151,43.95,0.5348715,111.1497156,0.413645747,0.366455669,1.128774314,4,5211.790106,12.99698281,21.38297072,0.183915249,0.205793885,0.171046427,0.359557691,0.28079303,0.293086167,3.036560062,0.367786225,0.086657044,1268.087586,14.34113052,-0.290360807,1.10341998,0.50922597,0.095619114,552,582,511,0.838203351,507,30323.78,0.161095681343157,0.768893258030496,0.0700110606263467
"58","1121","POP.4","green","POP","pumilio",23.84,0.2901328,1160.89,14.1280313,18.63,0.2267271,62.31293612,12262.05,149.2291485,94.5,1.150065,129.7571429,7360.69,89.5795973,52.21,0.6353957,140.9823789,1.086509581,0.480227406,2.262489744,4,2080.725803,5.188842402,12.95794377,0.106224638,0.11791227,0.095257193,0.533872501,0.405893015,0.273074913,10.65011824,0.548537757,0.15140355,999.1408648,11.74124894,0.610888399,2.262787735,0.676412732,0.342594097,556,595,624,1.084982985,518,20783.63,0.354158056123978,0.589985964915657,0.0558559789603645
"59","1122","POP.5","green","POP","pumilio",20.55,0.2500935,2172.92,26.4444364,27.71,0.3372307,78.41645615,96427.5,1173.522675,103.21,1.2560657,934.2844686,20143.92,245.1515064,60.37,0.7347029,333.6743416,0.357144267,0.083932099,4.255157119,4,3090.221798,7.706288774,13.10128454,0.182774839,0.205189396,0.170375229,0.365604147,0.276904227,0.288996347,3.127885059,0.357163756,0.058597918,767.0247232,8.912740428,0.997174301,1.156554172,0.509912341,0.067771666,541,581,700,0.869859123,506,118744.34,0.169641096156667,0.812059757964043,0.0182991458792899
"60","1123","POP.6","green","POP","pumilio",20.106,NA,1430.696,17.41157032,26.316,0.32026572,56.94662945,43207.12667,525.8307315,107.962,1.31389754,446.6518694,8992.646,109.4405018,51.398,0.62551366,167.3204669,0.37461047,0.127496678,2.938197897,NA,4690.653961,11.69739142,19.01074225,0.210267386,0.23578808,0.187993452,0.353689058,0.264681958,0.255860453,2.672512151,0.348907103,0.10805844,877.1151259,11.89730696,-0.21552522,1.017090608,0.371371556,0.109905224,541,594,509,0.947042694,506,53630.46867,0.167677930531126,0.805645144290327,0.026676925178547
"61","1124","POP.7","green","POP","pumilio",22.21881391,0.24469002,5343.5,65.030395,16.46462641,0.200374503,324.544261,90904,1106.30168,157.6666667,1.918803333,576.5581396,28162.66667,342.7396533,58.16666667,0.707888333,484.17192,0.839762527,0.562899452,1.491851739,4,3958.670217,9.871995553,16.09628456,0.217867651,0.245163158,0.197147488,0.351752029,0.282862763,0.241014548,2.410315484,0.374071032,0.141717655,636.0463368,9.418202514,-0.129064446,0.954032289,0.156305247,0.135203219,574,618,519,1.024320629,518,124410.16667,0.226369495546951,0.730679834559858,0.0429506698931907
"62","V636/22","SAN.1","red","SAN","granulifera",18.07,4.47,4221.75,51.3786975,16.7455,0.203792735,252.1125078,965.4889071,12.26170912,187.3459326,2.28,23.43442429,879.211175,10.7,81.34757601,0.99,49.1473213,2.097227595,4.190174224,4.80174743,5,4797.768831,11.9645108,36.6903648,0.072983526,0.082468844,0.065271291,0.189723266,0.288188969,0.678666174,14.79453469,0.518774881,0.057481797,3127.807419,34.21037029,-0.506881682,2.859320441,0.919612431,0.164358877,681,699,589,0.146628097,581,6066.4500821,0.144930093069462,0.159152205001872,0.695917701928666
"63","V637/22","SAN.2","red","SAN","granulifera",15.64,4.85,2660.25,32.3752425,23.944,0.29139848,111.1029903,721.4461791,9.162366475,114.2152835,1.39,33.18580743,1336.072309,16.26,110.9285127,1.35,63.27897646,1.906808403,3.533502244,1.991097325,3,4416.447461,11.01358469,31.97711811,0.123769965,0.13998953,0.109456976,0.174060036,0.24151684,0.599161796,8.985184383,0.353627529,0.027858223,2301.424707,28.41824645,-0.262195319,2.580290363,0.855132673,0.071882304,700,380,597,0.070454978,581,4717.7684881,0.283200057902392,0.152921064465067,0.563878877632541
"64","V638/22","SAN.3","red","SAN","granulifera",13.11,3.97,5948.5,72.393245,39.31916667,0.478514258,151.28754,1253.90304,15.92456861,106.8200493,1.3,73.57290618,578.4716516,7.04,76.41741988,0.93,47.44565436,0.644879438,4.546009802,10.28313139,3,3903.166117,9.733581338,23.24548733,0.142968144,0.161859519,0.124650415,0.20646963,0.269891873,0.532968564,6.496387502,0.298790563,0.043416071,1732.799003,19.66726985,-0.256457333,2.020558433,0.800332858,0.087724709,700,481,582,0.109933518,580,7780.8746916,0.0743453242120067,0.161151938528669,0.764502737259324
"65","V639/22","SAN.4","red","SAN","granulifera",16.42,5.94,733,8.92061,12.7495,0.155161415,57.49245068,1447.000822,18.37691044,147.082991,1.79,49.23144625,479.0468365,5.83,65.73541495,0.8,36.46824273,0.740750994,0.485424905,1.530121784,5,6855.721757,17.09656298,30.83270697,0.225279328,0.255526387,0.205169491,0.195901271,0.207254547,0.380557936,3.166439641,0.218758424,0.080633657,1436.986205,21.09536457,0.134131558,1.233895058,0.57230714,0.099493471,700,481,588,-0.14636,569,2659.0476585,0.180157296154006,0.544180100486153,0.275662603359841
"66","V640/22","SAN.5","red","SAN","granulifera",16.11,4.57,2024.666667,24.64019333,24.539,0.29863963,82.50811632,363.1881676,4.612489729,124.8972884,1.52,14.83175568,478.2251438,5.82,83.81265407,1.02,29.10292863,1.962203886,5.34205923,4.233710194,4,4236.981995,10.56603989,22.85068585,0.183114333,0.207829576,0.174492667,0.196905173,0.221127428,0.452264588,3.936668229,0.26194937,0.055574219,1312.916609,17.04611088,0.027998131,1.613292309,0.697115335,0.08965746,700,481,595,0.02964415,581,2866.0799784,0.166856873291781,0.126719481081177,0.706423645627041
"67","V641/22","SAN.6","red","SAN","granulifera",14.56,4.13,NA,0,NA,0,NA,1301.561216,16.52982744,105.9983566,1.29,69.29685322,654.8890715,7.97,54.23171734,0.66,68.14946215,0.983442378,0,0,3,2983.587211,7.44036711,22.57349025,0.095760611,0.104756106,0.075178576,0.183756677,0.272180888,0.651880913,12.81937731,0.431059257,0.049556234,1826.936638,20.81260205,-0.431235377,2.797254724,0.904928078,0.13862141,692,380,591,0.111905036,582,NA,NA,NA,NA
"68","V642/22","SAN.7","red","SAN","granulifera",17.73,4.28,NA,0,NA,0,NA,433.032046,5.499506984,89.56450288,1.09,22.4070562,600.6573541,7.309999999,73.95234182,0.9,37.64224817,1.679928315,0,0,3,4770.129221,11.89558409,26.84365622,0.180473081,0.204304109,0.158935241,0.184042334,0.226289639,0.483254566,5.291941382,0.310086361,0.081887783,1692.269792,21.77110263,-0.066203649,1.830183576,0.723265254,0.149869676,694,481,591,-0.014603631,581,NA,NA,NA,NA
"69","V643/22","SAN.8","red","SAN","granulifera",15.79,4.79,2246.666667,27.34193333,16.1765,0.196868005,138.884596,803.6154478,10.20591619,86.27773213,1.05,48.4704272,428.1018899,5.21,65.73541495,0.8,33.89026994,0.699194785,2.679027813,5.247971848,3,4125.074687,10.28696929,26.98318963,0.130124248,0.146721824,0.114479643,0.183377089,0.260064435,0.578958379,8.757971354,0.334215786,0.065900802,2053.951363,23.90220334,-0.302861562,2.323541819,0.825744081,0.153123268,699,481,588,0.073469554,581,3478.3840047,0.123074936327199,0.231031262423629,0.645893801249172
